filename,shot_number,media_type,day,duration_sec,start_time,end_time,ai_score,location_human,action_human,key_tags,story_description,llm_summary,notes_human,language,enriched_by,enriched_on,status,camera_movement,shot_type,lighting,audio_notes,emotion_to_highlight,detailed_enrichment,tech_meta,shot_datetime_local,duration_sec_rounded,auto_summary,enrichment_input_raw,trip_id,day_id,clip_id,gcs_uri,place_city,place_country,time_of_day,day_segment,crowd_level,people,mood,shot_by
IMG_0441.MOV,,video,day-07,14.233333,0s,14.233333s,0.41036284,"Corona Casino reception, Reddison Resort, Phu Quoc",Vipin tries to enter the casino,"corona casino, reception, Reddison Resort, Phu Quoc, architecture, lobby","Vipin attempts to enter the grand entrance of the Corona Casino reception area, located inside the lobby of the Reddison Resort in Phu Quoc. The scene captures the architectural beauty of the casino's entrance.",Vipin tries to enter the Corona Casino reception at Reddison Resort in Phu Quoc.,"In this clip, Divya captured the grand entrance of Corona Casino reception area where Vipin is trying to get in. It's inside the lobby of Reddison Resort in North of phu quoc.",,Vipin,2025-08-14 05:53:56,enriched,,,interior,ambience of a casino lobby,anticipation,"The clip shows Vipin attempting to enter the grand entrance of the Corona Casino reception area. This is situated inside the lobby of the Reddison Resort in the northern part of Phu Quoc. The architecture and lighting of the casino's entrance are prominently featured, creating an atmosphere of anticipation.","{""file_size_bytes"": 45069073, ""dimensions"": ""2160 3840"", ""video_codec"": ""H.264"", ""audio_codec"": ""mp4a"", ""audio_channels"": 2, ""duration_sec"": 14.265, ""creation_time"": ""2025:08:01 06:46:57"", ""encoder"": ""17.6.1""}",2025-08-01 06:46:57,14,"Shot on 01 Aug 2025, 06:46 AM • 14.23s • faces: 0
Tags: ceiling, architecture. Objects: lighting, picture frame. OCR: “CORONA ORONA O ON ARRETT RCNA CORO ORT &…”","In this clip, Divya captured the grand entrance of Corona Casino reception area where Vipin is trying to get in. It's inside the lobby of Reddison Resort in North of phu quoc.",Vietnam_01,D07,Vietnam_01_D07_0048,,phu quoc,vietnam,,,low,Vipin,,
IMG_0442.MOV,,video,day-07,11.266666,0s,11.266666s,,"Reddison Resort, Phu Quoc, casino lobby",Vipin walks towards pit 2 in the casino,"casino, Reddison Resort, Phu Quoc, gaming tables, camera movement","Inside the Reddison Resort's casino lobby in Phu Quoc, Vipin walks towards the mass gaming arena. The camera captures various angles of the casino, showcasing the gaming tables and the lively atmosphere.",Vipin walks through the casino lobby at Reddison Resort in Phu Quoc.,"In this clip, Divya captured the inside of the Corona can casino where the camera moves from the bottom to the eye level where Vipin is walking towards pit 2 mass gaming arena inside casino. Then, the camera moves towards right to show the inside of the casino and finally it moves towards left to show the other side and the gaming tables. It's inside the lobby of Reddison Resort in North of phu quoc.",,Vipin,2025-08-14 05:55:07,enriched,pan,medium,interior,ambience of a busy casino,anticipation,"The clip captures the interior of the Corona can casino at Reddison Resort in Phu Quoc. Vipin is seen walking towards pit 2 in the mass gaming arena. The camera moves from a low angle to eye level, then pans right to show the casino's interior, and finally pans left to reveal the gaming tables. The setting is lively and bustling, typical of a casino environment.","{""file_size_bytes"": 35588114, ""dimensions"": ""2160 3840"", ""video_codec"": ""H.264"", ""audio_codec"": ""mp4a"", ""audio_channels"": 2, ""duration_sec"": 11.2983333333333, ""creation_time"": ""2025:08:01 06:47:05"", ""encoder"": ""17.6.1""}",2025-08-01 06:47:05,11,"Shot on 01 Aug 2025, 06:47 AM • 11.27s • faces: 0
Objects: pants, person. OCR: “GLASS GAMING C CORONA © MASS GAMING PIT …”","In this clip, Divya captured the inside of the Corona can casino where the camera moves from the bottom to the eye level where Vipin is walking towards pit 2 mass gaming arena inside casino. Then, the camera moves towards right to show the inside of the casino and finally it moves towards left to show the other side and the gaming tables. It's inside the lobby of Reddison Resort in North of phu quoc.",Vietnam_01,D07,Vietnam_01_D07_0049,,phu quoc,vietnam,,,low,Vipin,busy,
e6c92d9155ea453ca3f1b97ee469df40.mov,,video,day-07,10.6,0s,10.600s,0.77975047,"Radisson hotel, north of Phu Quoc Island",Divya lies on a hammock moving her feet,"point-of-view, hammock, coconut trees, Radisson hotel, Phu Quoc Island, sunny, music, pan","Divya is relaxing on a white hammock tied between coconut trees at the Radisson hotel in the north of Phu Quoc Island. She moves her feet criss-crossed while enjoying the music. The scene captures coconut trees, green grass, white huts, and a blue sky with clouds.","Divya relaxes on a hammock at the Radisson hotel in Phu Quoc Island, enjoying the sunny weather.","This clip is a point-of-view of Divya, it's early in the morning around 11 am. Not so early. Divya is lying down on a white hammock tied on coconut trees. The coconut trees are the Radisson hotel property in the north of phu quoc Island.

In the frame, Divya is moving her feet criss-crossed lying on the hammock and vibing with the music. The camera pans from right to left covering a scene of beautiful coconut trees and green grass and some huts in between which are white in colour, and the sky is blue with some clouds, and the Weather is sunny, bit humid but pleasant.",,Vipin,2025-08-14 05:57:45,enriched,pan,,daylight,music,relaxation,"The clip shows Divya lying on a white hammock tied between coconut trees at the Radisson hotel in the north of Phu Quoc Island. It's around 11 am, and the weather is sunny and pleasant. Divya is moving her feet criss-crossed while vibing with the music. The camera pans from right to left, capturing the beautiful coconut trees, green grass, white huts, and a blue sky with some clouds.","{""file_size_bytes"": 8799870, ""dimensions"": ""720 1280"", ""audio_codec"": ""mp4a"", ""audio_channels"": 2, ""duration_sec"": 10.6316780045351, ""creation_time"": ""2025:04:05 05:49:53""}",2025-04-05 05:49:53,11,"Shot on 05 Apr 2025, 05:49 AM • 10.60s • faces: 0
Tags: tree, vegetation. Objects: person, shorts.","This clip is a point-of-view of Divya, it's early in the morning around 11 am. Not so early. Divya is lying down on a white hammock tied on coconut trees. The coconut trees are the Radisson hotel property in the north of phu quoc Island.

In the frame, Divya is moving her feet criss-crossed lying on the hammock and vibing with the music. The camera pans from right to left covering a scene of beautiful coconut trees and green grass and some huts in between which are white in colour, and the sky is blue with some clouds, and the Weather is sunny, bit humid but pleasant.",Vietnam_01,D07,Vietnam_01_D07_0050,,phu quoc,vietnam,morning,,low,Divya,,
IMG_0161.JPG,,photo,day-07,,,,0.9880908,"Khem beach, south of Phu Quoc",Vipin and Divya running on the shore,"Khem beach, running, shore, waves, cloudy, morning, Vipin, Divya","Vipin and Divya are running along the shore of Khem beach early in the morning. The waves crash against the white sand, with green mountains and clouds in the background.",Vipin and Divya run on Khem beach's shore in the early morning.,"This is a shot taken at the Khem beach where Vipin and Divya are running on the shore of the beach. Vipin is looking towards Divya, and Divya is looking straight ahead as they run. Behind them are waves hitting the white sand beach and some green mountains and a lot of clouds in the sky.

Divya is wearing a blue-coloured floral frock dress, and Vipin is wearing a maroon t-shirt, white shorts, and a black watch. It's early in the morning, before sunrise. The weather is cloudy, windy, but pleasant. khem beach, sout of phu quoc",,Vipin,2025-08-14 06:12:42,enriched,,wide,daylight,"waves crashing, wind",joy,"At Khem beach, Vipin and Divya are captured running along the shore. Vipin looks towards Divya, who is focused ahead. The scene is set against waves hitting the white sand, with green mountains and a cloudy sky in the background. It's early morning, before sunrise, with a pleasant and windy atmosphere.","{""file_size_bytes"": 3079408, ""dimensions"": ""4032 3024"", ""creation_time"": ""2025:04:05 06:39:25"", ""color_profile"": ""Display P3"", ""encoder"": ""17.6.1""}",2025-04-05 06:39:25,,"Shot on 05 Apr 2025, 06:39 AM • {'red': 34.0, 'green': 48.0, 'blue': 51.0} • faces: 2
Tags: Photograph, Daytime. Objects: Person, Top.","This is a shot taken at the Khem beach where Vipin and Divya are running on the shore of the beach. Vipin is looking towards Divya, and Divya is looking straight ahead as they run. Behind them are waves hitting the white sand beach and some green mountains and a lot of clouds in the sky.

Divya is wearing a blue-coloured floral frock dress, and Vipin is wearing a maroon t-shirt, white shorts, and a black watch. It's early in the morning, before sunrise. The weather is cloudy, windy, but pleasant. khem beach, sout of phu quoc",Vietnam_01,D07,Vietnam_01_D07_0051,,phu quoc,vietnam,morning,,medium,Vipin; Divya,,Vipin
IMG_0172.JPG,,photo,day-07,,,,0.98853505,"Khem Beach, south of Phu Quoc",Vipin walks on the beach,"Khem Beach, Vipin, walking, cloudy, morning, waves, sand, mountains","Vipin walks along Khem Beach early in the morning. The waves crash against the white sand, with green mountains and clouds in the background.",Vipin walks on Khem Beach before sunrise with waves and mountains in the background.,"This is a shot taken at the Khem beach where Vipin is walking on the beach. Behind him are waves hitting the white sand beach and some green mountains and a lot of clouds in the sky.
It's a good shot.

Vipin is wearing a maroon t-shirt, white shorts, and a black watch. It's early in the morning, before sunrise. The weather is cloudy, windy, but pleasant. khem beach, sout of phu quoc",,Vipin,2025-08-14 06:13:56,enriched,static,wide,overcast,"waves crashing, wind",serenity,"Vipin is seen walking on Khem Beach, located south of Phu Quoc. He is wearing a maroon t-shirt, white shorts, and a black watch. The scene captures the early morning atmosphere with waves hitting the white sand, green mountains, and a cloudy sky. The weather is windy but pleasant.","{""file_size_bytes"": 2728601, ""dimensions"": ""4032 3024"", ""creation_time"": ""2025:04:05 06:40:28"", ""color_profile"": ""Display P3"", ""encoder"": ""17.6.1""}",2025-04-05 06:40:28,,"Shot on 05 Apr 2025, 06:40 AM • {'red': 57.0, 'green': 85.0, 'blue': 86.0} • faces: 1
Tags: Blue, Photograph. Objects: Top, Shorts.","This is a shot taken at the Khem beach where Vipin is walking on the beach. Behind him are waves hitting the white sand beach and some green mountains and a lot of clouds in the sky.
It's a good shot.

Vipin is wearing a maroon t-shirt, white shorts, and a black watch. It's early in the morning, before sunrise. The weather is cloudy, windy, but pleasant. khem beach, sout of phu quoc",Vietnam_01,D07,Vietnam_01_D07_0052,,phu quoc,vietnam,morning,,low,Vipin,,Vipin
IMG_0174.JPG,,photo,day-07,,,,0.989114,"Khem beach, south of Phu Quoc",Vipin poses in SRK pose looking at the camera,"Khem beach, Vipin, SRK pose, cloudy, morning, waves, mountains, photograph",Vipin is posing in an SRK pose on Khem beach early in the morning. The scene captures waves hitting the white sand beach with green mountains and a cloudy sky in the background.,Vipin poses on Khem beach with waves and mountains in the background.,"This is a shot taken at the Khem beach where Vipin is posing in srk pose looking at the camera on the beach. Behind him are waves hitting the white sand beach and some green mountains and a lot of clouds in the sky.
It's a good shot.

Vipin is wearing a maroon t-shirt, white shorts, and a black watch. It's early in the morning, before sunrise. The weather is cloudy, windy, but pleasant. khem beach, sout of phu quoc",,Vipin,2025-08-14 06:14:57,enriched,static,wide,overcast,ambient sound of waves and wind,serenity,"Vipin is seen posing in an SRK pose on Khem beach, south of Phu Quoc, early in the morning before sunrise. He is wearing a maroon t-shirt, white shorts, and a black watch. The weather is cloudy and windy, with waves hitting the white sand beach and green mountains visible in the background.","{""file_size_bytes"": 2823803, ""dimensions"": ""4032 3024"", ""creation_time"": ""2025:04:05 06:40:32"", ""color_profile"": ""Display P3"", ""encoder"": ""17.6.1""}",2025-04-05 06:40:32,,"Shot on 05 Apr 2025, 06:40 AM • {'red': 169.0, 'green': 190.0, 'blue': 212.0} • faces: 1
Tags: Blue, Photograph. Objects: Person, Clothing.","This is a shot taken at the Khem beach where Vipin is posing in srk pose looking at the camera on the beach. Behind him are waves hitting the white sand beach and some green mountains and a lot of clouds in the sky.
It's a good shot.

Vipin is wearing a maroon t-shirt, white shorts, and a black watch. It's early in the morning, before sunrise. The weather is cloudy, windy, but pleasant. khem beach, sout of phu quoc",Vietnam_01,D07,Vietnam_01_D07_0053,,phu quoc,vietnam,morning,,low,Vipin,,Vipin
IMG_0187.JPG,,photo,day-07,,,,0.98824364,"Khem Beach, south of Phu Quoc",Vipin and Divya swinging with one hand held,"Khem Beach, swinging, waves, cloudy, morning, floral dress, maroon t-shirt","Vipin and Divya are enjoying a morning at Khem Beach, swinging with one hand held. The scene is set against waves hitting the white sand and green mountains under a cloudy sky.",Vipin and Divya swing on Khem Beach in the early morning.,"This is a shot taken at the Khem beach where Vipin and Divya are swinging with holding one of their hands on the beach. Behind them are waves hitting the white sand beach and some green mountains and a lot of clouds in the sky.
It's a good shot.

Divya is wearing a blue-coloured floral frock dress, and Vipin is wearing a maroon t-shirt, white shorts, and a black watch. It's early in the morning, before sunrise. The weather is cloudy, windy, but pleasant. khem beach, south of phu quoc",,Vipin,2025-08-14 06:16:26,enriched,static,wide,daylight,"waves crashing, wind",joy,"At Khem Beach, south of Phu Quoc, Vipin and Divya are swinging with one hand held. Divya wears a blue floral frock dress, while Vipin sports a maroon t-shirt and white shorts. The scene captures waves hitting the white sand beach with green mountains and a cloudy, windy sky. It's early morning, just before sunrise.","{""file_size_bytes"": 3066148, ""dimensions"": ""4032 3024"", ""creation_time"": ""2025:04:05 06:41:23"", ""color_profile"": ""Display P3"", ""encoder"": ""17.6.1""}",2025-04-05 06:41:23,,"Shot on 05 Apr 2025, 06:41 AM • {'red': 144.0, 'green': 162.0, 'blue': 180.0} • faces: 2
Tags: Photograph, Daytime. Objects: Top, Dress.","This is a shot taken at the Khem beach where Vipin and Divya are swinging with holding one of their hands on the beach. Behind them are waves hitting the white sand beach and some green mountains and a lot of clouds in the sky.
It's a good shot.

Divya is wearing a blue-coloured floral frock dress, and Vipin is wearing a maroon t-shirt, white shorts, and a black watch. It's early in the morning, before sunrise. The weather is cloudy, windy, but pleasant. khem beach, south of phu quoc",Vietnam_01,D07,Vietnam_01_D07_0054,,phu quoc,vietnam,morning,,medium,Vipin; Divya,,Vipin
IMG_0191.JPG,,photo,day-07,,,,0.9888521,"Khem beach, south of Phu Quoc",Vipin and Divya walk holding hands on the beach,"Khem beach, Vipin, Divya, walking, cloudy, early morning, waves, sand","Vipin and Divya walk hand in hand along Khem beach, with waves crashing on the white sand and green mountains in the background. The sky is cloudy and it's early morning before sunrise.",Vipin and Divya walk on Khem beach early in the morning.,"This is a shot taken at the Khem beach where Vipin and Divya are walking with holding hands on the beach. Behind them are waves hitting the white sand beach and some green mountains and a lot of clouds in the sky.
It's a favourite shot.

Divya is wearing a blue-coloured floral frock dress, and Vipin is wearing a maroon t-shirt, white shorts, and a black watch. It's early in the morning, before sunrise. The weather is cloudy, windy, but pleasant. khem beach, south of phu quoc",,Vipin,2025-08-14 06:17:26,enriched,,wide,overcast,"waves crashing, wind",serenity,"At Khem beach, Vipin and Divya walk hand in hand on the white sand. Behind them, waves crash against the shore, and green mountains rise under a cloudy sky. It's early morning, before sunrise, with a pleasant and windy atmosphere.","{""file_size_bytes"": 2755205, ""dimensions"": ""4032 3024"", ""creation_time"": ""2025:04:05 06:41:36"", ""color_profile"": ""Display P3"", ""encoder"": ""17.6.1""}",2025-04-05 06:41:36,,"Shot on 05 Apr 2025, 06:41 AM • {'red': 58.0, 'green': 89.0, 'blue': 92.0} • faces: 2
Tags: Blue, Photograph. Objects: Person, Top.","This is a shot taken at the Khem beach where Vipin and Divya are walking with holding hands on the beach. Behind them are waves hitting the white sand beach and some green mountains and a lot of clouds in the sky.
It's a favourite shot.

Divya is wearing a blue-coloured floral frock dress, and Vipin is wearing a maroon t-shirt, white shorts, and a black watch. It's early in the morning, before sunrise. The weather is cloudy, windy, but pleasant. khem beach, south of phu quoc",Vietnam_01,D07,Vietnam_01_D07_0055,,phu quoc,vietnam,morning,,medium,Vipin; Divya,,Vipin
IMG_0195.JPG,,photo,day-07,,,,0.98868954,"Khem beach, south of Phu Quoc",Vipin and Divya hug on the beach,"Khem beach, Phu Quoc, hugging, waves, cloudy, morning, floral dress, maroon t-shirt","Vipin and Divya are embracing on Khem beach, enjoying the scenic views of waves hitting the white sand. The backdrop includes green mountains and a cloudy sky, creating a serene atmosphere.",Vipin and Divya hug on Khem beach with waves and mountains in the background.,"This is a shot taken at the Khem beach where Vipin and Divya are hugging on the beach enjoying the views. Behind them are waves hitting the white sand beach and some green mountains and a lot of clouds in the sky.
It's a favourite shot.

Divya is wearing a blue-coloured floral frock dress, and Vipin is wearing a maroon t-shirt, white shorts, and a black watch. It's early in the morning, before sunrise. The weather is cloudy, windy, but pleasant. khem beach, south of phu quoc",und,Vipin,2025-08-14 06:18:33,enriched,static,wide,overcast,"waves crashing, wind",serenity,"Vipin and Divya are captured hugging on Khem beach, south of Phu Quoc. The scene is set early in the morning before sunrise, with a cloudy and windy yet pleasant atmosphere. Behind them, waves crash onto the white sand, and green mountains are visible under a cloudy sky. Divya is dressed in a blue floral frock, while Vipin wears a maroon t-shirt, white shorts, and a black watch.","{""file_size_bytes"": 2794217, ""dimensions"": ""4032 3024"", ""creation_time"": ""2025:04:05 06:41:43"", ""color_profile"": ""Display P3"", ""encoder"": ""17.6.1""}",2025-04-05 06:41:43,,"Shot on 05 Apr 2025, 06:41 AM • {'red': 171.0, 'green': 190.0, 'blue': 212.0} • faces: 1
Tags: Photograph, Blue. Objects: Shorts, Top. OCR: “65 65”","This is a shot taken at the Khem beach where Vipin and Divya are hugging on the beach enjoying the views. Behind them are waves hitting the white sand beach and some green mountains and a lot of clouds in the sky.
It's a favourite shot.

Divya is wearing a blue-coloured floral frock dress, and Vipin is wearing a maroon t-shirt, white shorts, and a black watch. It's early in the morning, before sunrise. The weather is cloudy, windy, but pleasant. khem beach, south of phu quoc",Vietnam_01,D07,Vietnam_01_D07_0056,,phu quoc,vietnam,morning,,low,Vipin; Divya,,Vipin
IMG_0233.JPG,,photo,day-07,,,,0.98798543,"Khem Beach, south of Phu Quoc","Vipin jumps in the air with bent legs, smiling","khem beach, vipin, jumping, cloudy, morning, waves, mountains, photograph","Vipin is captured jumping joyfully at Khem Beach, south of Phu Quoc. The early morning scene features waves crashing on the white sand, with green mountains and a cloudy sky in the background.",Vipin jumps at Khem Beach with waves and mountains in the background.,"This is a shot taken at the Khem beach where Vipin is captured jumping in the air with both his legs bent upwards, and he is smiling and looking left. Behind him are waves hitting the white sand beach and some green mountains and a lot of clouds in the sky.
It's a good shot.

Vipin is wearing a maroon t-shirt, white shorts. It's early in the morning, before sunrise. The weather is cloudy, windy, but pleasant. khem beach, south of phu quoc",,Vipin,2025-08-14 06:19:35,enriched,static,medium,overcast,,joy,"The photograph captures Vipin at Khem Beach, south of Phu Quoc, jumping in the air with both legs bent and smiling. It's early morning before sunrise, with a cloudy and windy yet pleasant atmosphere. Behind him, waves hit the white sand beach, and green mountains are visible under a cloudy sky.","{""file_size_bytes"": 2783932, ""dimensions"": ""4032 3024"", ""creation_time"": ""2025:04:05 06:45:40"", ""color_profile"": ""Display P3"", ""encoder"": ""17.6.1""}",2025-04-05 06:45:40,,"Shot on 05 Apr 2025, 06:45 AM • {'red': 187.0, 'green': 203.0, 'blue': 214.0} • faces: 1
Tags: Photograph, Blue. Objects: Top, Shorts.","This is a shot taken at the Khem beach where Vipin is captured jumping in the air with both his legs bent upwards, and he is smiling and looking left. Behind him are waves hitting the white sand beach and some green mountains and a lot of clouds in the sky.
It's a good shot.

Vipin is wearing a maroon t-shirt, white shorts. It's early in the morning, before sunrise. The weather is cloudy, windy, but pleasant. khem beach, south of phu quoc",Vietnam_01,D07,Vietnam_01_D07_0057,,phu quoc,vietnam,morning,,low,Vipin,,Vipin
IMG_0241.JPG,,photo,day-07,,,,0.91981417,"Redisn Blue Resort, North Phu Quoc",holding a welcome drink and doing cheers,"redisn blue resort, north phu quoc, welcome drink, cheers, reception, point of view, purple drink, glass window","Divya and Vipin are at the Redisn Blue Resort in North Phu Quoc, enjoying a welcome drink. They are captured in a point of view shot, clinking their purple drinks in a celebratory manner. The background features a black lamp and a large glass window overlooking the reception area.",Divya and Vipin clink purple welcome drinks at Redisn Blue Resort's reception.,"This is a photo of point of view taken by Divya and in the photo frame, the hands of Divya and Vipin are holding a welcome drink offered at the reception of Redisn Blue Resort in North phu quoc. The drink colour is purple, and they are doing cheers in the photo. Behind it is a black lamp and a large glass window offering a view of the reception area of Redisn Blue.",,Vipin,2025-08-14 06:20:47,enriched,,,interior,,celebration,"In a point of view shot, Divya and Vipin are seen holding and clinking their purple welcome drinks at the Redisn Blue Resort in North Phu Quoc. The scene is set in the resort's reception area, with a black lamp and a large glass window visible in the background. The mood is celebratory as they toast to their arrival.","{""file_size_bytes"": 2564549, ""dimensions"": ""4032 3024"", ""creation_time"": ""2025:04:05 10:31:18"", ""color_profile"": ""Display P3"", ""encoder"": ""17.6.1""}",2025-04-05 10:31:18,,"Shot on 05 Apr 2025, 10:31 AM • {'red': 118.0, 'green': 56.0, 'blue': 104.0} • faces: 0
Tags: Liquid, Drinkware. Objects: Drink, Tableware.","This is a photo of point of view taken by Divya and in the photo frame, the hands of Divya and Vipin are holding a welcome drink offered at the reception of Redisn Blue Resort in North phu quoc. The drink colour is purple, and they are doing cheers in the photo. Behind it is a black lamp and a large glass window offering a view of the reception area of Redisn Blue.",Vietnam_01,D07,Vietnam_01_D07_0058,,phu quoc,vietnam,,,low,Divya; Vipin,,
IMG_0253.JPG,,photo,day-07,,,,0.9796602,"Radisson Hotel, north of Phu Quoc",Vipin asks for Divya's hand and she gives it to him,"Radisson Hotel, Phu Quoc, coconut trees, ocean, beach, stone pathway, gimbal, iPhone","In a serene setting at the Radisson Hotel north of Phu Quoc, Divya and Vipin share a tender moment. Surrounded by coconut trees and a glimpse of the ocean, Vipin asks for Divya's hand, and she responds warmly.","Divya and Vipin share a moment at Radisson Hotel, Phu Quoc, amidst coconut trees and ocean views.","it's a static shot where we can see in the frame a stone pathway and on either side of it are very beautiful coconut trees and green grass area. a little far away in the frame, we can see some glimpses of the ocean and the beach. Divya and Vipin are in the frame, Vipin is facing towards the camera and Divya, opposite the camera. Vipin is asking for Divya's hand and she is giving her hand to Vipin's hand. 

She is wearing a floral jumpsuit with pink flowers and a purple-coloured suit with her hair open. It's Radisson Hotel north of phu quoc. 

Vipin is wearing a Green shirt, cream linen pants, black hat and black watch 

This shot is stable and shot through an iPhone, which was mounted on a gimbal. It's Radisson Hotel north of phu quoc. Weather is sunny with some clouds, windy, a bit humid but pleasant.",la,Vipin,2025-08-14 06:22:23,enriched,static,wide,daylight,ambient sounds of wind and ocean,tenderness,"The scene captures Divya and Vipin at the Radisson Hotel north of Phu Quoc. They stand on a stone pathway lined with coconut trees and green grass, with the ocean visible in the distance. Vipin, wearing a green shirt and cream pants, faces the camera, while Divya, in a floral jumpsuit, faces away. Vipin asks for Divya's hand, which she gives. The weather is sunny with some clouds, and the shot is stable, captured on an iPhone mounted on a gimbal.","{""file_size_bytes"": 6849823, ""dimensions"": ""4032 3024"", ""creation_time"": ""2025:04:05 12:30:18"", ""color_profile"": ""Display P3"", ""encoder"": ""17.6.1""}",2025-04-05 12:30:18,,"Shot on 05 Apr 2025, 12:30 PM • {'red': 44.0, 'green': 58.0, 'blue': 27.0} • faces: 1
Tags: Tree, Leaf. Objects: Top, Pants. OCR: “INHHITE INHHITE”","it's a static shot where we can see in the frame a stone pathway and on either side of it are very beautiful coconut trees and green grass area. a little far away in the frame, we can see some glimpses of the ocean and the beach. Divya and Vipin are in the frame, Vipin is facing towards the camera and Divya, opposite the camera. Vipin is asking for Divya's hand and she is giving her hand to Vipin's hand. 

She is wearing a floral jumpsuit with pink flowers and a purple-coloured suit with her hair open. It's Radisson Hotel north of phu quoc. 

Vipin is wearing a Green shirt, cream linen pants, black hat and black watch 

This shot is stable and shot through an iPhone, which was mounted on a gimbal. It's Radisson Hotel north of phu quoc. Weather is sunny with some clouds, windy, a bit humid but pleasant.",Vietnam_01,D07,Vietnam_01_D07_0059,,phu quoc,vietnam,,,low,Divya; Vipin,,Vipin
IMG_0257.JPG,,photo,day-07,,,,0.97858125,"Radisson Hotel, north of Phu Quoc",Vipin holds Divya's hand as she poses,"stone pathway, coconut trees, ocean, beach, Radisson Hotel, Phu Quoc, gimbal, iPhone","Divya and Vipin are at the Radisson Hotel north of Phu Quoc. They are posing on a stone pathway surrounded by coconut trees and grass, with glimpses of the ocean and beach in the background. The weather is sunny and pleasant.","Divya and Vipin pose at Radisson Hotel, Phu Quoc, with ocean views.","it's a static shot where we can see in the frame a stone pathway and on either side of it are very beautiful coconut trees and green grass area. a little far away in the frame, we can see some glimpses of the ocean and the beach. Divya and Vipin are in the frame, Vipin is holding one hand of Divya, and Divya is posing, looking down. Vipin is looking towards the beach. They are in a good pose. Good shot. 

She is wearing a floral jumpsuit with pink flowers and a purple-coloured suit with her hair open. It's Radisson Hotel north of phu quoc. 

Vipin is wearing a Green shirt, cream linen pants, black hat and black watch 

This shot is stable and shot through an iPhone, which was mounted on a gimbal. It's Radisson Hotel north of phu quoc. Weather is sunny with some clouds, windy, a bit humid but pleasant.",,Vipin,2025-08-14 06:23:37,enriched,static,,daylight,ambient sounds of wind and distant ocean waves,serenity,"In a static shot at the Radisson Hotel north of Phu Quoc, Divya and Vipin are seen on a stone pathway lined with coconut trees and green grass. The ocean and beach are visible in the distance. Divya, in a floral jumpsuit, poses while Vipin, in a green shirt and cream pants, holds her hand. The weather is sunny and pleasant, captured with an iPhone mounted on a gimbal.","{""file_size_bytes"": 7056768, ""dimensions"": ""4032 3024"", ""creation_time"": ""2025:04:05 12:30:23"", ""color_profile"": ""Display P3"", ""encoder"": ""17.6.1""}",2025-04-05 12:30:23,,"Shot on 05 Apr 2025, 12:30 PM • {'red': 74.0, 'green': 90.0, 'blue': 53.0} • faces: 2
Tags: Tree, Leaf. Objects: Person, Dress.","it's a static shot where we can see in the frame a stone pathway and on either side of it are very beautiful coconut trees and green grass area. a little far away in the frame, we can see some glimpses of the ocean and the beach. Divya and Vipin are in the frame, Vipin is holding one hand of Divya, and Divya is posing, looking down. Vipin is looking towards the beach. They are in a good pose. Good shot. 

She is wearing a floral jumpsuit with pink flowers and a purple-coloured suit with her hair open. It's Radisson Hotel north of phu quoc. 

Vipin is wearing a Green shirt, cream linen pants, black hat and black watch 

This shot is stable and shot through an iPhone, which was mounted on a gimbal. It's Radisson Hotel north of phu quoc. Weather is sunny with some clouds, windy, a bit humid but pleasant.",Vietnam_01,D07,Vietnam_01_D07_0060,,phu quoc,vietnam,,,medium,Divya; Vipin,,Vipin
